// アイテム価格データ（item_db.txtのデータにオーバーライドされます）
//ID,Name,Jname,Price,Sell,Not_DC,Not_OC
1711,CrossBow_,Cross Bow,17000,,,
1712,CrossBow__,Cross Bow,17000,,,
1713,Arbalest,Arbalest,48000,,,
1714,Kakkung,Gakkung,42000,,,
1715,Arbalest_,Arbalest,48000,,,
1716,Kakkung_,Gakkung,42000,,,
1718,Hunter_Bow,Hunter Bow,64000,,,
1719,Bow_of_Roguemaster,Roguemaster's Bow,20,,,
1720,Bow_of_Rudra,Rudra's Bow,20,,,
1721,Repeating_Crossbow,Repeating Crossbow,,,,
1722,Ballista,Ballista,,,,
1750,Arrow,Arrow,1,,,
1751,Silver_Arrow,Silver Arrow,3,,,
1752,Fire_Arrow,Fire Arrow,3,,,
1753,Steel_Arrow,Steel Arrow,3,,,
1754,Crystal_Arrow,Crystal Arrow,3,,,
1755,Arrow_of_Wind,Arrow of Wind,3,,,
1756,Stone_Arrow,Stone Arrow,3,,,
1757,Immatrial_Arrow,Immaterial Arrow,3,,,
1758,Stun_Arrow,Stun Arrow,3,,,
1759,Freezing_Arrow,Freeze Arrow,3,,,
1760,Flash_Arrow,Flash Arrow,3,,,
1761,Curse_Arrow,Curse Arrow,3,,,
1762,Rusty_Arrow,Rusted Arrow,3,,,
1763,Poison_Arrow,Poison Arrow,3,,,
1764,Incisive_Arrow,Sharp Arrow,3,,,
1765,Oridecon_Arrow,Oridecon Arrow,3,,,
1766,Arrow_of_Counter_Evil,Arrow of Counter Evil,500,,,
1767,Arrow_of_Shadow,Shadow Arrow,3,,,
1768,Sleep_Arrow,Sleep Arrow,3,,,
1769,Silence_Arrow,Mute Arrow,3,,,
1770,Iron_Arrow,Iron Arrow,3,,,
1801,Waghnakh,Waghnakh,8000,,,
1802,Waghnakh_,Waghnakh,8000,,,
1803,Knuckle_Duster,Knuckle Duster,25000,,,
1804,Knuckle_Duster_,Knuckle Duster,25000,,,
1805,Hora,Hora,32000,,,
1806,Hora_,Hora,32000,,,
1807,Fist,Fist,53000,,,
1808,Fist_,Fist,53000,,,
1809,Claw,Claw,55000,,,
1810,Claw_,Claw,55000,,,
1811,Finger,Finger,58000,,,
1812,Finger_,Finger,58000,,,
1813,Kaiser_Knuckle,Kaiser Knuckle,20,,,
1814,Berserk,Berserk,20,,,
1901,Violin,Violin,4000,,,
1902,Violin_,Violin,4000,,,
1903,Mandolin,Mandolin,18000,,,
1904,Mandolin_,Mandolin,18000,,,
1905,Lute,Lute,24500,,,
1906,Lute_,Lute,24500,,,
1907,Guitar,Guitar,47000,,,
1908,Guitar_,Guitar,47000,,,
1909,Harp,Harp,62000,,,
1910,Harp_,Harp,62000,,,
1911,Guh_Moon_Goh,Guhmoongoh,54000,,,
1912,Guh_Moon_Goh_,Guhmoongoh,54000,,,
1950,Rope,Rope,2500,,,
1951,Rope_,Rope,2500,,,
1952,Line,Line,12000,,,
1953,Line_,Line,12000,,,
1954,Wire,Wire,17500,,,
1955,Wire_,Wire,17500,,,
1956,Rante,Rante,32000,,,
1957,Rante_,Rante,32000,,,
1958,Tail,Tail,41000,,,
1959,Tail_,Tail,41000,,,
1960,Whip,Whip,38000,,,
1961,Whip_,Whip,38000,,,
1962,Lariat,Lariat,20,,,
1963,Rapture_Rose,Rapture Rose,20,,,
1964,Chemeti,Chemeti,20,,,
2101,Guard,Guard,500,,,
2102,Guard_,Guard,500,,,
2103,Buckler,Buckler,14000,,,
2104,Buckler_,Buckler,14000,,,
2105,Shield,Shield,56000,,,
2106,Shield_,Shield,56000,,,
2107,Mirror_Shield,Mirror Shield,60000,,,
2108,Mirror_Shield_,Mirror Shield,60000,,,
2109,Memory_Book,メモライズブック,,,,
2110,Holyguard,Holyguard,,,,
2111,Evangelist,Evangelist,,,,
2112,Guard_for_Novice,Guard for Novice,,,,
2199,Ahura_Mazdah,アフラマズダー,,,,
2201,Sunglasses,Sunglasses,5000,,,
2202,Sunglasses_,Sunglasses,5000,,,
2203,Glasses,Glasses,4000,,,
2204,Glasses_,Glasses,4000,,,
2205,Diver's_Goggles,Diver's Goggles,3500,,,
2206,Wedding_Veil,Wedding Veil,23000,,,
2207,Fancy_Flower,Fancy Flower,20,,,
2208,Ribbon,Ribbon,800,,,
2209,Ribbon_,Ribbon,800,,,
2210,Hair_Band,Hair Band,500,,,
2211,Bandana,Bandana,400,,,
2212,Eye_Bandage,Eye Patch,1000,,,
2213,Cat_Hairband,Kitty Band,20,,,
2214,Bunny_Band,Bunny Band,20,,,
2215,Flower_Hairband,Flower Band,20,,,
2216,Biretta,Biretta,9000,,,
2217,Biretta_,Biretta,9000,,,
2218,Flu_Mask,Flu Mask,300,,,
2219,Flu_Mask_,Flu Mask,300,,,
2220,Hat,Hat,1000,,,
2221,Hat_,Hat,1000,,,
2222,Turban,Turban,4500,,,
2223,Turban_,Turban,4500,,,
2224,Goggle,Goggle,10000,,,
2225,Goggle_,Goggle,10000,,,
2226,Cap,Cap,12000,,,
2227,Cap_,Cap,12000,,,
2228,Helm,Helm,44000,,,
2229,Helm_,Helm,44000,,,
2230,Gemmed_Sallet,Gemmed Sallet,50000,,,
2231,Gemmed_Sallet_,Gemmed Sallet,50000,,,
2232,Circlet,Circlet,7500,,,
2233,Circlet_,Circlet,7500,,,
2234,Tiara,Tiara,20,,,
2235,Crown,Crown,20,,,
2236,Santa's_Hat,Santa's Hat,20,,,
2237,Weird_Goatee,Bandit Beard,2,,,
2238,Weird_Moustache,Moustache,2,,,
2239,One_Eyed_Glass,Single Glass,10000,,,
2240,Beard,Beard,2,,,
2241,Granpa_Beard,Grandpa Beard,5000,,,
2242,Luxury_Sunglasses,Purple Glasses,24000,,,
2243,Spinning_Eyes,Geek Glasses,20000,,,
2244,Big_Sis'_Ribbon,Big Ribbon,15000,,,
2245,Sweet_Gents,Sweet Gent,15000,,,
2246,Golden_Gear,Golden Gear,20,,,
2247,Oldman's_Romance,Romantic Gent,15000,,,
2248,Western_Grace,Western Grace,15000,,,
2249,Coronet,Coronet,20,,,
2250,Fillet,Cute Ribbon,500,,,
2251,Holy_Bonnet,Monk Hat,30000,,,
2252,Star_Sparkling,Wizard Hat,20,,,
2253,Sunflower,Sunflower,20,,,
2254,Angelic_Chain,Angel Wing,20,,,
2255,Satanic_Chain,Evil Wing,20,,,
2256,Magestic_Goat,Magestic Goat,20,,,
2257,Snowy_Horn,Snow Horn,20,,,
2258,Sharp_Gear,Spiky Band,20,,,
2259,Mini_Propeller,Mini Propeller,20,,,
2260,Mini_Glasses,Mini Glasses,28000,,,
2261,Prontera_Army_Cap,Army Cap,20,,,
2262,Pierrot_Nose,Pierrot Nose,20,,,
2263,Gangster_Patch,Zoro Masque,20,,,
2264,Munak_Turban,Munak Hat,20,,,
2265,Ganster_Mask,Ganster Mask,20,,,
2266,Iron_Cane,Iron Cane,20,,,
2267,Cigar,Cigar,20,,,
2268,Smoking_Pipe,Pipe,20,,,
2269,Centimental_Flower,Romantic Flower,20,,,
2270,Centimental_Leaf,Romantic Leaf,20,,,
2271,Jack_a_Dandy,Jack a Dandy,45000,,,
2272,Stop_Post,Stop Post,20,,,
2273,Doctor_Cap,Doctor Band,20,,,
2274,Ghost_Bandana,Ghost Bandana,20,,,
2275,Red_Bandana,Red Bandana,20,,,
2276,Eagle_Eyes,Eagle Eyes,20,,,
2277,Nurse_Cap,Nurse Cap,20,,,
2278,Mr_Smile,Mr. Smile,8000,,,
2279,Bomb_Wick,Bomb Wick,20,,,
2280,Sahkkat,Sakkat,20,,,
2281,Phantom_of_Opera,Opera Masque,8000,,,
2282,Spirit_Chain,Heaven Ring,20,,,
2283,Ear_Mufs,Ear Mufs,20,,,
2284,Antler,Antler,20,,,
2285,Apple_Of_Archer,Apple o' Archer,20,,,
2286,Elven_Ears,Elven Ears,20,,,
2287,Pirate_Bandana,Pirate Bandana,20,,,
2288,Mr_Scream,Mr. Scream,20,,,
2289,Poo_Poo_Hat,Poo Poo Hat,20,,,
2290,Funeral_Costume,Funeral Hat,3000,,,
2291,Masquerade,Masquerade,20,,,
2292,Welding_Mask,Welding Mask,20,,,
2293,Pretend_Murdered,Pretend Murdered,20,,,
2294,Stellar,Stellar,20,,,
2295,Blinker,Blinker,1500,,,
2296,Binoculars,Binoculars,20,,,
2297,Goblini_Mask,Goblini Mask,20,,,
2298,Green_Feeler,Green Feeler,20,,,
2299,Viking_Helm,Orc Helm,20,,,
2301,Cotton_Shirt,Cotton Shirt,10,,,
2302,Cotton_Shirt_,Cotton Shirt,10,,,
2303,Leather_Jacket,Leather Jacket,200,,,
2304,Leather_Jacket_,Leather Jacket,200,,,
2305,Adventure_Suit,Adventurer's Suit,1000,,,
2306,Adventure_Suit_,Adventurer's Suit,1000,,,
2307,Mantle,Mantle,10000,,,
2308,Mantle_,Mantle,10000,,,
2309,Coat,Coat,22000,,,
2310,Coat_,Coat,22000,,,
2311,Mink_Coat,Mink Coat,50000,,,
2312,Padded_Armor,Padded Armor,48000,,,
2313,Padded_Armor_,Padded Armor,48000,,,
2314,Chain_Mail,Chain Mail,65000,,,
2315,Chain_Mail_,Chain Mail,65000,,,
2316,Plate_Armor,Full Plate,80000,,,
2317,Plate_Armor_,Full Plate,80000,,,
2318,Clothes_of_the_Lord,Lord's Clothes,20,,,
2319,Glittering_Clothes,Glittering Jacket,20,,,
2320,Formal_Suit,Formal Suit,20,,,
2321,Silk_Robe,Silk Robe,8000,,,
2322,Silk_Robe_,Silk Robe,8000,,,
2323,Scapulare,Scapulare,6500,,,
2324,Scapulare_,Scapulare,6500,,,
2325,Saint_Robe,Saint's Robe,54000,,,
2326,Saint_Robe_,Saint's Robe,54000,,,
2327,Holy_Robe,Holy Robe,20,,,
2328,Wooden_Mail,Wooden Mail,5500,,,
2329,Wooden_Mail_,Wooden Mail,5500,,,
2330,Tights,Tights,71000,,,
2331,Tights_,Tights,71000,,,
2332,Silver_Robe,Silver Robe,7000,,,
2333,Silver_Robe_,Silver Robe,7000,,,
2334,Mage_Coat,Mage Coat,20,,,
2335,Thief_Clothes,Thief Clothes,74000,,,
2336,Thief_Clothes_,Thief Clothes,74000,,,
2337,Ninja_Suit,Ninja Suit,20,,,
2338,Wedding_Dress,Wedding Dress,43000,,,
2339,G_Strings,Pantie,1000,,,
2340,Novice_Breastplate,Novice Breastplate,,,,
2341,Full_Plate_Armor,Full Plate Armor,,,,
2342,Full_Plate_Armor_,Full Plate Armor,,,,
2343,Robe_of_Casting,Robe of Casting,,,,
2344,[Lucius]'s_Rage_of_the_Volcano,[Lucius]'s Rage of the Volcano,,,,
2345,[Lucius]'s_Rage_of_the_Volcano,[Lucius]'s Rage of the Volcano,,,,
2346,[Saphien]'s_Cry_of_the_Ocean,[Saphien]'s Cry of the Ocean,,,,
2347,[Saphien]'s_Cry_of_the_Ocean,[Saphien]'s Cry of the Ocean,,,,
2348,[Ebesi]'s_Violence_of_the_Typhoon,[Ebesi]'s Violence of the Typhoon,,,,
2349,[Ebesi]'s_Violence_of_the_Typhoon,[Ebesi]'s Violence of the Typhoon,,,,
2350,[Claytoss]'s_Breaking_of_the_Earth,[Claytoss]'s Breaking of the Earth,,,,
2351,[Claytoss]'s_Breaking_of_the_Earth,[Claytoss]'s Breaking of the Earth,,,,
2352,Tattered_Ninja_Clothing_for_Novice,Tattered Ninja Clothing for Novice,,,,
2401,Sandals,Sandals,400,,,
2402,Sandals_,Sandals,400,,,
2403,Shoes,Shoes,3500,,,
2404,Shoes_,Shoes,3500,,,
2405,Boots,Boots,18000,,,
2406,Boots_,Boots,18000,,,
2407,Crystal_Pumps,Crystal Pumps,20,,,
2408,Cuffs,Ball'n'Chain,5000,,,
2409,Spiky_Heel,Highheals,8500,,,
2410,Sleipnir,スレイプニール,,,,
2411,Greaves,Greaves,,,,
2412,Greaves_,Greaves,,,,
2413,Safety_Shoes,Safety Shoes,,,,
2414,Beach_Sandal_for_Novice,Beach Sandal for Novice,,,,
2501,Hood,Hood,1000,,,
2502,Hood_,Hood,1000,,,
2503,Muffler,Muffler,5000,,,
2504,Muffler_,Muffler,5000,,,
2505,Manteau,Manteau,32000,,,
2506,Manteau_,Manteau,32000,,,
2507,Cape_Of_Ancient_Lord,Cape of Old Marquess,20,,,
2508,Ragamuffin_Cape,Ragamuffin Manteau,20,,,
2509,Manteau_of_life,Manteau of life,,,,
2510,Gloomy_Hood_for_Novice,Gloomy Hood for Novice,,,,
2601,Ring,Ring,30000,,,
2602,Earring,Earring,30000,,,
2603,Necklace,Necklace,30000,,,
2604,Glove,Glove,30000,,,
2605,Brooch,Brooch,30000,,,
2607,Clip,Clip,30000,,,
2608,Rosary,Rosary,15000,,,
2609,Skull_Ring,Skull Ring,10000,,,
2610,Gold_Ring,Gold Ring,30000,,,
2611,Silver_Ring,Silver Ring,20000,,,
2612,Flower_Ring,Flower Ring,1500,,,
2613,Diamond_Ring,Diamond Ring,45000,,,
2614,an_Eye_of_Dullahan,Eye of Dullahan,90000,,,
2615,Safety_Ring,Safety Ring,75000,,,
2616,Critical_Ring,Critical Ring,75000,,,
2617,Mitten_of_Presbyter,Celebrant's Mitten,20,,,
2618,Matyr's_Flea_Guard,Matyr's Leash,20,,,
2619,Thimble_Of_Archer,Bow Thimble,30000,,,
2620,Ring_Of_Rogue,Rogue's Treasure,30000,,,
2621,Ring_,Ancient Ring,30000,,,
2622,Earring_,Ancient Earring,30000,,,
2623,Necklace_,Ancient Necklace,30000,,,
2624,Glove_,Ancient Glove,30000,,,
2625,Brooch_,Ancient Brooch,30000,,,
2626,Rosary_,Ancient Rosary,15000,,,
2627,Belt,Ancient Belt,20000,,,
2628,Novice_Armlet,Novice Armlet,400,,,
2629,Megingjard,Megingjard,,,,
2630,Brisingamen,Brisingamen,,,,
2631,Stone_Ring,Stone Ring,,,,
4001,Poring_Card,Poring Card,20,,,
4002,Fabre_Card,Fabre Card,20,,,
4003,Pupa_Card,Pupa Card,20,,,
4004,Drops_Card,Drops Card,20,,,
4005,Poring__Card,Poring  Card,20,,,
4006,Lunatic_Card,Lunatic Card,20,,,
4007,Pecopeco_Egg_Card,Pecopeco Egg Card,20,,,
4008,Picky_Card,Picky Card,20,,,
4009,Chonchon_Card,Chonchon Card,20,,,
4010,Wilow_Card,Wilow Card,20,,,
4011,Picky_Egg_Card,Picky Egg Card,20,,,
4012,Thief_Bug_Egg_Card,Thief Bug Egg Card,20,,,
4013,Andre_Egg_Card,Andre Egg Card,20,,,
4014,Roda_Frog_Card,Roda Frog Card,20,,,
4015,Condor_Card,Condor Card,20,,,
4016,Thief_Bug_Card,Thief Bug Card,20,,,
4017,Savage_Babe_Card,Savage Babe Card,20,,,
4018,Andre_Larva_Card,Andre Larva Card,20,,,
4019,Hornet_Card,Hornet Card,20,,,
4020,Farmiliar_Card,Farmiliar Card,20,,,
4021,Rocker_Card,Rocker Card,20,,,
4022,Spore_Card,Spore Card,20,,,
4023,Desert_Wolf_Babe_Card,Desert Wolf Babe Card,20,,,
4024,Plankton_Card,Plankton Card,20,,,
4025,Skeleton_Card,Skeleton Card,20,,,
4026,Thief_Bug_Female_Card,Thief Bug Female Card,20,,,
4027,Kukre_Card,Kukre Card,20,,,
4028,Tarou_Card,Tarou Card,20,,,
4029,Wolf_Card,Wolf Card,20,,,
4030,Mandragora_Card,Mandragora Card,20,,,
4031,Pecopeco_Card,Pecopeco Card,20,,,
4032,Ambernite_Card,Ambernite Card,20,,,
4033,Poporing_Card,Poporing Card,20,,,
4034,Worm_Tail_Card,Worm Tail Card,20,,,
4035,Hydra_Card,Hydra Card,20,,,
4036,Muka_Card,Muka Card,20,,,
4037,Snake_Card,Snake Card,20,,,
4038,Zombie_Card,Zombie Card,20,,,
4039,Stainer_Card,Stainer Card,20,,,
4040,Creamy_Card,Creamy Card,20,,,
4041,Coco_Card,Coco Card,20,,,
4042,Steel_Chonchon_Card,Steel Chonchon Card,20,,,
4043,Andre_Card,Andre Card,20,,,
4044,Smokie_Card,Smokie Card,20,,,
4045,Horn_Card,Horn Card,20,,,
4046,Martin_Card,Martin Card,20,,,
4047,Ghostring_Card,Ghostring Card,20,,,
4048,Poison_Spore_Card,Poison Spore Card,20,,,
4049,Vadon_Card,Vadon Card,20,,,
4050,Thief_bug_Male_Card,Thief bug Male Card,20,,,
4051,Yoyo_Card,Yoyo Card,20,,,
4052,Elder_Wilow_Card,Elder Wilow Card,20,,,
4053,Vitata_Card,Vitata Card,20,,,
4054,Angeling_Card,Angeling Card,20,,,
4055,Marina_Card,Marina Card,20,,,
4056,Dustiness_Card,Dustiness Card,20,,,
4057,Metaller_Card,Metaller Card,20,,,
4058,Thara_Frog_Card,Thara Frog Card,20,,,
4059,Soldier_Andre_Card,Soldier Andre Card,20,,,
4060,Goblin_Card,Goblin Card,20,,,
4061,Cornutus_Card,Cornutus Card,20,,,
4062,Anacondaq_Card,Anacondaq Card,20,,,
4063,Caramel_Card,Caramel Card,20,,,
4064,Zerom_Card,Zerom Card,20,,,
4065,Kaho_Card,Kaho Card,20,,,
4066,Orc_Warrior_Card,Orc Warrior Card,20,,,
4067,Megalodon_Card,Megalodon Card,20,,,
4068,Scorpion_Card,Scorpion Card,20,,,
4069,Drainliar_Card,Drainliar Card,20,,,
4070,Eggyra_Card,Eggyra Card,20,,,
4071,Orc_Zombie_Card,Orc Zombie Card,20,,,
4072,Golem_Card,Golem Card,20,,,
4073,Pirate_Skel_Card,Pirate Skel Card,20,,,
4074,BigFoot_Card,BigFoot Card,20,,,
4075,Argos_Card,Argos Card,20,,,
4076,Magnolia_Card,Magnolia Card,20,,,
4077,Phen_Card,Phen Card,20,,,
4078,Savage_Card,Savage Card,20,,,
4079,Mantis_Card,Mantis Card,20,,,
4080,Flora_Card,Flora Card,20,,,
4081,Hode_Card,Hode Card,20,,,
4082,Desert_Wolf_Card,Desert Wolf Card,20,,,
4083,Rafflesia_Card,Rafflesia Card,20,,,
4084,Marine_Sphere_Card,Marine Sphere Card,20,,,
4085,Orc_Skeleton_Card,Orc Skeleton Card,20,,,
4086,Soldier_Skeleton_Card,Soldier Skeleton Card,20,,,
4087,Giearth_Card,Giearth Card,20,,,
4088,Frilldora_Card,Frilldora Card,20,,,
4089,Sword_Fish_Card,Swordfish Card,20,,,
4090,Munak_Card,Munak Card,20,,,
4091,Kobold_Card,Kobold Card,20,,,
4092,Skel_Worker_Card,Skel Worker Card,20,,,
4093,Obeaune_Card,Obeaune Card,20,,,
4094,Archer_Skeleton_Card,Archer Skeleton Card,20,,,
4095,Marse_Card,Marse Card,20,,,
4096,Zenorc_Card,Zenorc Card,20,,,
4097,Matyr_Card,Matyr Card,20,,,
4098,Dokebi_Card,Dokebi Card,20,,,
4099,Pasana_Card,Pasana Card,20,,,
4100,Sohee_Card,Sohee Card,20,,,
4101,Sand_Man_Card,Sandman Card,20,,,
4102,Whisper_Card,Whisper Card,20,,,
4103,Horong_Card,Horong Card,20,,,
4104,Requiem_Card,Requiem Card,20,,,
4105,Marc_Card,Marc Card,20,,,
4106,Mummy_Card,Mummy Card,20,,,
4107,Verit_Card,Verit Card,20,,,
4108,Myst_Card,Myst Card,20,,,
4109,Jakk_Card,Jakk Card,20,,,
4110,Ghoul_Card,Ghoul Card,20,,,
4111,Strouf_Card,Strouf Card,20,,,
4112,Marduk_Card,Marduk Card,20,,,
4113,Marionette_Card,Marionette Card,20,,,
4114,Argiope_Card,Argiope Card,20,,,
4115,Hunter_Fly_Card,Hunter Fly Card,20,,,
4116,Isis_Card,Isis Card,20,,,
4117,Side_Winder_Card,Sidewinder Card,20,,,
4118,Petit_Card,Petit Card,20,,,
4119,Bathory_Card,Bathory Card,20,,,
4120,Petit__Card,Petit  Card,20,,,
4121,Phreeoni_Card,Phreeoni Card,20,,,
4122,Deviruchi_Card,Deviruchi Card,20,,,
4123,Eddga_Card,Eddga Card,20,,,
4124,Medusa_Card,Medusa Card,20,,,
4125,Deviace_Card,Deviace Card,20,,,
4126,Minorous_Card,Minorous Card,20,,,
4127,Nightmare_Card,Nightmare Card,20,,,
4128,Golden_Bug_Card,Golden Bug Card,20,,,
4129,Baphomet__Card,Baphomet  Card,20,,,
4130,Scorpion_King_Card,Scorpion King Card,20,,,
4131,Moonlight_Flower_Card,Moonlight Flower Card,20,,,
4132,Mistress_Card,Mistress Card,20,,,
4133,Daydric_Card,Daydric Card,20,,,
4134,Dracula_Card,Dracula Card,20,,,
4135,Orc_Load_Card,Orc Lord Card,20,,,
4136,Khalitzburg_Card,Khalitzburg Card,20,,,
4137,Drake_Card,Drake Card,20,,,
4138,Anubis_Card,Anubis Card,20,,,
4139,Joker_Card,Joker Card,20,,,
4140,Knight_Of_Abyss_Card,Knight Of Abyss Card,20,,,
4141,Evil_Druid_Card,Evil Druid Card,20,,,
4142,Doppelganger_Card,Doppelganger Card,20,,,
4143,Orc_Hero_Card,Orc Hero Card,20,,,
4144,Osiris_Card,Osiris Card,20,,,
4145,Berzebub_Card,Berzebub Card,20,,,
4146,Maya_Card,Maya Card,20,,,
4147,Baphomet_Card,Baphomet Card,20,,,
4148,Pharaoh_Card,Pharaoh Card,20,,,
5001,Headset,Headset,20,,,
5002,Gemmed_Crown,Jewel Crown,20,,,
5003,Joker_Jester,Joker Jester,20,,,
5004,Oxygen_Mask,Oxygen Mask,20,,,
5005,Gas_Mask,Gas Mask,20,,,
5006,Machoman_Glasses,Machoman's Glasses,36000,,,
5007,Lord_Circlet,Grand Circlet,20,,,
5008,Puppy_Love,Puppy Love,20,,,
5009,Safety_Helmet,Safety Helmet,20,,,
5010,Indian_Hair_Piece,Indian fillet,20,,,
5011,Antenna,Aerial,20,,,
5012,Ph.D_Hat,Ph.D Hat,20,,,
5013,Horn_Of_Lord_Kaho,Lord Kaho's Horn,20,,,
5014,Fin_Helm,Fin Helm,20,,,
5015,Egg_Shell,Egg Shell,20,,,
5016,Boy's_Cap,Boys Cap,20,,,
5017,Bone_Helm,Bone Helm,20,,,
5018,Feather_Bonnet,Feather Bonnet,20,,,
5019,Corsair,Corsair,20,,,
5020,Kafra_band,Kafra Band,20,,,
5021,Money_Loser's_Grief,Money Loser's Grief,,,,
5022,Solar_God_Helm,Solar God Helm,,,,
5023,Parcel_Hat,Parcel Hat,,,,
5024,Cake_Hat,Cake Hat,,,,
5025,Helm_of_Angel,Helm of Angel,,,,
5026,Chef_Hat,Chef Hat,,,,
5027,Mage_Hat,Mage Hat,,,,
5028,Candle,Candle,,,,
5029,Spore_Hat,Spore Hat,,,,
5030,Panda_Hat,Panda Hat,,,,
5031,Mine_Hat,Mine Hat,,,,
5032,Sunday_Hat,Sunday Hat,,,,
5033,Raccon_Hat,Raccon Hat,,,,
5034,Bulb_Band,Bulb Band,,,,
5035,Poring_Hat,Poring Hat,,,,
5036,Cross_Hat,Cross Hat,,,,
5037,Nut_Shell,Nut Shell,,,,
5038,Hat_of_Petite_Diablo,Hat of Petite Diablo,,,,
5039,Ranbow_Eggshell,Ranbow Eggshell,,,,
5040,Blush,Blush,,,,
5041,Heart_Hairpin,Heart Hairpin,,,,
5042,Bao_Bao,Bao Bao,,,,
5043,Phantom_of_Opera,Phantom of Opera,,,,
5044,Wing_of_Diablo,Wing of Diablo,,,,
5045,Magician_Hat,Magician Hat,,,,
5046,Bongun_Hat,Bongun Hat,,,,
5047,Fashionable_Glasses,Fashionable Glasses,,,,
5048,Cresent_Hairpin,Cresent Hairpin,,,,
5049,Stripe_Hairband,Stripe Hairband,,,,
5050,Wonder_Nutshell,Wonder Nutshell,,,,
5051,Bell_of_Pussycat,Bell of Pussycat,,,,
5052,Blue_Hairband,Blue Hairband,,,,
5053,Sphinx_Hat,Sphinx Hat,,,,
5054,Assassin_Mask,Assassin Mask,,,,
5055,Fake_Egg_Shell_for_Novice,Fake Egg Shell for Novice,,,,
7001,Mould_Powder,Mould Powder,680,,,
7002,Ogre_Tooth,Ogre Tooth,658,,,
7003,Anolian_Skin,Anolian Skin,928,,,
7004,Mud_Lump,Mud Lump,876,,,
7005,Skull,Skull,1294,,,
7006,Wing_of_Red_Bat,Wing of Red Bat,168,,,
7007,Claw_of_Rat,Claw of Rat,748,,,
7008,Stiff_Horn,Stiff Horn,636,,,
7009,Glitter_Shell,Glitter Shell,528,,,
7010,Tail_of_Steel_Scorpion,Tail of Steel Scorpion,548,,,
7011,Claw_of_Monkey,Claw of Monkey,466,,,
7012,Tough_Scalelike_Stem,Tough Scalelike Stem,412,,,
7013,Coral_Reef,Coral Reef,772,,,
7014,Old_Portrait,Old Portrait,1500,,,
7015,Bookclip_in_Memory,Bookclip in Memory,3000,,,
7016,Spoon_Stub,Spoon Stub,2500,,,
7017,Executioner's_Mitten,Executioner's Mitten,4500,,,
7018,Young_Twig,Young Twig,50,,,
7019,Loki's_Whispers,Loki's Whispers,20,,,
7020,Mother's_Nightmare,Mother's Nightmare,20,,,
7021,Foolishness_of_Blind,Foolishness of the Blind,20,,,
7022,Old_Hilt,Old Hilt,150,,,
7023,Blade_lost_in_darkness,Blade Lost in Darkness,12000,,,
7024,Bloody_Edge,Bloody Edge,10000,,,
7025,Lucifer's_Lament,Lucifer's Lament,30000,,,
7026,Key_of_Clock_Tower,Key of Clock Tower,0,,,
7027,Underground_Key,Key of Underground,0,,,
7028,Invite_for_Duel,Invite for Duel,0,,,
7029,Admission_for_Duel,Admission for Duel,0,,,
7030,Claw_of_Desert_Wolf,Claw of Desert Wolf,208,,,
7031,Old_Frying_Fan,Old Frying Fan,196,,,
7032,Piece_of_Egg_Shell,Piece of Egg Shell,168,,,
7033,Poison_Spore,Poison Spore,114,,,
7034,Red_Socks_with_Holes,Red Socks with Holes,100,,,
7035,Matchstick,Matchstick,200,,,
7036,Fang_of_Garm,Fang of Garm,350,,,
7037,Coupon,Coupon,2000,,,
7038,Yarn,Yarn,,,,
7039,Newbie_Tag,Newbie Tag,,,,
7040,Megaphone,Megaphone,,,,
7041,Fine_Grit,Fine Grit,,,,
7042,Leather_Bag_of_Infinity,Leather Bag of Infinity,,,,
7043,Fine_Sand,Fine Sand,,,,
7044,Vigorgra,Vigorgra,,,,
7045,Magic_Paint,Magic Paint,,,,
7046,Cart_Parts,Cart Parts,,,,
7047,Alice's_Apron,Alice's Apron,,,,
7048,Talon_of_Griffon,Talon of Griffon,,,,
7049,Stone,Stone,,,,
7050,Cotton_Mat,Cotton Mat,,,,
7051,Silk_Mat,Silk Mat,,,,
7052,Wasted_Magazine,古雑誌,,,,
7053,Cyfar,Cyfar,,,,
7054,Brigan,ブリガン,,,,
7055,Animal_Poop,動物のあれ,,,,
7056,Payment_Statement_for_Kafra_Employee,カプラ職員の月給明細書,,,,
7057,Gjallar,ギャラルホルン,,,,
7058,Gleipnir,グレイプニール,,,,
7059,Free_Ticket_for_Kafra_Storage,カプラ倉庫無料利用券,,,,
7060,Free_Ticket_for_Kafra_Transportation,カプラワープ無料利用券,,,,
7061,Free_Ticket_for_the_Cart_Service,カプラカート無料利用券,,,,
7062,Broken_Turtle_Shell,亀の甲羅,,,,
7063,Soft_Feather,柔らかい羽毛,,,,
7064,Wing_of_Dragonfly,とんぼの羽,,,,
7065,Sea-otter_Fur,ラッコの毛皮,,,,
7066,Ice_Cubic,氷片,,,,
7067,Stone_Fragment,石片,,,,
7068,Burnt_Tree,燃えた木,,,,
7069,Destroyed_Armor,壊れた鎧,,,,
7070,Broken_Shell,割れた甲羅,,,,
7071,Tattered_Clothes,ぼろぼろの服,,,,
7072,Old_Shuriken,さびた手裏剣,,,,
7073,Freyja's_Jewel,フレイアの宝石,,,,
7074,Thor's_Guntlet,トールのグローブ,,,,
7075,Iron_Maiden,アイアンメイデン,,,,
7076,Wheel_of_the_Unknown,未知の歯車,,,,
7077,Silver_Ornament,銀の装飾,,,,
