// _________                                    
// \_   ___ \_______  ____   ____  __ __  ______
// /    \  \/\_  __ \/  _ \ /    \|  |  \/  ___/
// \     \____|  | \(  <_> )   |  \  |  /\___ \ 
//  \______  /|__|   \____/|___|  /____//____  >
//         \/                   \/           \/  
//-----------------------------------------------
// Cronus - Banco de Dados dos Monstros
//-----------------------------------------------
//
// Estrutura do Banco de Dados:
// ID,Sprite_Name,Name1,Name2,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Nota: O Sprite_Name é a Spr do monstro em seu client, use o Name1 e Name2 para mudar o nome de um monstro
// Note: Keep the Sprite_Name field as it is (in the game client). You may change Name,JName field tough

1091,DRAGON_FLY,Libélula,Libélula,8,2400,0,88,44,1,22,27,40,0,1,20,8,15,17,5,10,10,0,4,24,0x37B5,100,1076,576,480,0,0,0,0,0,0,0,0,2245,200,501,8000,719,1500,742,2000,2607,200,625,50,533,3000,0,0,0,0,4179,1
1092,VAGABOND_WOLF,Lobo Errante,Lobo Errante,24,12240,0,247,176,1,135,159,10,0,1,45,48,20,50,65,10,10,1,2,22,0x37B5,150,1048,648,432,0,0,0,0,0,0,0,0,2248,200,920,8000,728,1500,919,5500,725,11,517,8000,626,50,0,0,0,0,4183,1
1093,ECLIPSE,Eclipse,Eclipse,6,1800,0,60,55,1,20,26,0,40,1,36,6,0,11,80,10,10,0,2,60,0x37B5,200,1456,456,336,0,0,0,0,0,0,0,0,2250,200,515,8000,727,1200,746,1500,706,30,622,50,534,5000,0,0,0,0,4266,1
1094,AMBERNITE,Ambernite,Ambernite,13,495,0,57,38,1,39,46,30,0,1,13,13,5,18,5,10,12,2,4,21,0x191,400,2048,648,648,0,0,0,0,0,0,0,0,991,35,946,5500,910,1200,935,3000,943,2,757,14,1002,250,692,30,0,0,4032,5
1095,ANDRE,Andre,Andre,17,688,0,109,71,1,60,71,10,0,1,17,24,20,26,20,10,12,0,4,22,0x118B,300,1288,288,384,0,0,0,0,0,0,0,0,955,5500,910,1000,938,500,993,40,1001,4,1002,450,757,28,0,0,0,0,4043,1
1096,ANGELING,Angeling,Angeling,20,55000,0,163,144,1,120,195,0,70,1,50,20,75,68,200,10,10,1,8,86,0x37B5,200,1072,672,672,0,0,0,0,0,0,0,0,2254,100,2324,60,610,500,2282,1,504,1000,512,28,714,40,0,0,0,0,4054,1
1097,ANT_EGG,Ovo de Andre,Ovo de Andre,4,420,0,5,4,0,1,2,20,20,1,1,1,1,1,20,10,12,0,0,60,0x0,1000,1001,1,1,0,0,0,0,0,0,0,0,1010,320,935,2500,909,2000,938,650,713,2000,1002,300,0,0,0,0,0,0,4013,2
1098,ANUBIS,Anubis,Anubis,55,12359,0,2906,2700,1,688,812,0,45,1,69,55,75,95,95,10,12,1,8,26,,200,2000,1000,500,0,0,0,0,0,0,0,0,2602,5,504,600,2601,5,1007,15,0,0,0,0,0,0,0,0,0,0,4138,1
1099,ARGIOPE,Argiope,Argiope,41,4382,0,1797,849,1,395,480,30,0,1,41,31,10,56,30,10,12,2,4,25,0x3795,300,1792,792,336,0,0,0,0,0,0,0,0,1042,5500,912,1200,757,175,2406,5,511,1500,719,10,0,0,0,0,0,0,4114,1
1100,ARGOS,Argos,Argos,25,1117,0,388,188,1,158,191,15,0,1,25,25,5,32,15,10,12,2,4,25,0x3195,300,1468,468,768,0,0,0,0,0,0,0,0,1025,5500,911,1200,1042,500,757,61,511,670,508,250,10017,15,0,0,0,0,4075,2
1101,BAPHOMET_,Bafomé Jr,Bafomé Jr,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x3795,100,868,480,120,0,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
1102,BATHORY,Bathory,Bathory,44,5415,0,2503,1034,1,198,398,0,60,1,76,24,85,65,15,10,12,1,7,27,0x3695,100,1504,840,900,0,0,0,0,0,0,0,0,1001,200,1061,5500,2252,3,1611,5,1000,30,1006,15,637,20,0,0,0,0,4119,1
1103,CARAMEL,Caramelo,Caramelo,23,1424,0,264,162,1,90,112,5,5,1,23,46,5,38,10,10,12,0,2,22,0x91,200,1604,840,756,0,0,0,0,0,0,0,0,1027,5500,2310,5,919,5500,1455,10,1405,15,1408,20,0,0,0,0,0,0,4063,1
1104,COCO,Koko,Koko,17,817,0,120,78,1,56,67,0,0,1,17,34,20,24,10,10,12,0,2,22,0x91,150,1864,864,1008,0,0,0,0,0,0,0,0,1026,5500,2502,20,914,3000,919,2500,516,500,2402,25,0,0,0,0,0,0,4041,1
1105,DENIRO,Deniro,Deniro,19,760,0,135,85,1,68,79,15,0,1,19,30,20,43,10,10,12,0,4,22,0x118B,150,1288,288,576,0,0,0,0,0,0,0,0,955,6000,910,3000,938,1200,990,45,1001,8,1002,550,757,34,0,0,0,0,4043,1
1106,DESERT_WOLF,Lobo do Deserto,Lobo do Deserto,27,1716,0,427,266,1,169,208,0,10,1,27,45,15,56,10,10,12,1,2,23,0x308D,200,1120,420,288,0,0,0,0,0,0,0,0,1253,5,7030,5500,2311,1,517,1200,920,2000,756,53,1217,140,0,0,0,0,4082,1
1107,DESERT_WOLF_B,Filhote de Lobo do Deserto,Filhote de Lobo do Deserto,9,164,0,20,16,1,30,36,0,0,1,9,9,5,21,40,10,12,0,2,23,0x1089,300,1600,900,240,0,0,0,0,0,0,0,0,1010,85,919,5500,2306,60,517,600,2301,200,0,0,0,0,0,0,0,0,4023,10
1108,DEVIACE,Deviace,Deviace,47,19192,0,2105,1329,1,514,674,10,20,1,47,62,48,62,25,10,12,1,5,81,0x91,400,1680,480,384,0,0,0,0,0,0,0,0,995,25,1053,5500,1054,1000,5011,2,971,100,1256,3,756,161,0,0,0,0,4125,1
1109,DEVIRUCHI,Deviruchi,Deviruchi,46,7360,0,2662,1278,1,475,560,10,25,1,69,40,55,87,30,10,12,0,6,27,0x3795,150,980,600,384,0,0,0,0,0,0,0,0,1038,5500,1039,400,0,0,1458,2,1009,5,912,1500,756,154,0,0,0,0,4122,1
1110,DOKEBI,Dokebi,Dokebi,33,2697,0,889,455,1,197,249,0,10,1,50,40,35,69,40,10,12,0,6,27,0x191,250,1156,456,384,0,0,0,0,0,0,0,0,1021,5500,757,112,1517,2,1613,1,969,1,1501,300,1005,5,0,0,0,0,4098,1
1111,DRAINLIAR,Drainliar,Drainliar,24,1162,0,431,176,1,74,84,0,0,1,36,24,1,78,1,10,12,0,2,47,0x3095,250,1276,576,384,0,0,0,0,0,0,0,0,1011,60,913,3000,725,20,507,1000,7006,5500,7006,1500,756,40,0,0,0,0,4069,1
1112,DRAKE,Drake,Drake,70,326666,0,28600,22880,1,1800,2100,20,35,1,80,49,75,79,50,10,12,1,1,29,0x37B5,400,620,420,360,4300,5000,504,5000,719,500,504,5000,1127,600,1125,950,1135,150,1128,400,5019,300,985,3200,984,2300,0,0,0,0,4137,1
1113,DROPS,Drops,Drops,3,55,0,4,3,1,10,13,0,0,1,3,3,1,12,15,10,12,1,3,23,0x83,400,1452,672,480,0,0,0,0,0,0,0,0,909,7500,1602,80,938,500,512,1100,713,1700,741,5,620,20,0,0,0,0,4004,10
1114,DUSTINESS,Poeira,Poeira,21,1044,0,218,140,1,80,102,0,10,1,53,17,1,38,5,10,12,0,4,44,0x191,150,1004,504,384,0,0,0,0,0,0,0,0,1057,5500,1058,500,2291,4,928,2000,1001,10,507,1200,0,0,0,0,0,0,4056,2
1115,EDDGA,Eddga,Eddga,65,152000,0,25025,12870,1,1215,1565,15,15,1,70,85,66,90,85,10,12,2,2,23,0x37B5,300,872,1344,432,6179,5000,1029,5000,1030,1000,994,3000,1133,150,2268,250,518,10000,1258,500,1030,250,985,2300,984,1700,0,0,0,0,4123,1
1116,EGGYRA,Eggyra,Eggyra,24,633,0,215,220,1,85,107,20,25,1,36,24,1,32,1,10,12,1,0,48,0x91,200,1816,816,288,0,0,0,0,0,0,0,0,911,1000,5015,20,7032,550,507,1000,643,300,645,250,757,57,0,0,0,0,4070,1
1117,EVIL_DRUID,Druida Malígno,Druida Malígno,58,16506,0,2890,1827,1,420,670,5,60,1,29,58,80,68,30,10,12,2,1,89,0x3695,300,2276,576,336,0,0,0,0,0,0,0,0,2217,10,1615,1,2508,2,1551,10,610,200,609,10,509,2000,0,0,0,0,4141,1
1118,FLORA,Flora,Flora,26,2092,0,357,226,3,242,273,10,35,1,26,35,5,43,80,10,12,2,3,22,0x84,1000,1432,432,576,0,0,0,0,0,0,0,0,1032,5500,2253,3,704,10,521,50,629,20,905,2000,748,1,0,0,0,0,4080,1
1119,FRILLDORA,Frilldora,Frilldora,30,2023,0,529,319,1,200,239,0,10,1,30,38,15,53,30,10,12,1,2,23,0x91,300,1540,720,432,0,0,0,0,0,0,0,0,1012,5500,757,90,903,1500,721,15,715,200,501,800,912,120,0,0,0,0,4088,1
1120,GHOSTRING,Ghostring,Ghostring,18,73300,0,101,108,1,82,122,0,60,1,27,18,45,72,30,10,12,1,6,88,0x37B5,300,1220,1080,648,0,0,0,0,0,0,0,0,1059,5500,2274,100,2336,50,604,500,603,10,714,30,2335,150,0,0,0,0,4047,1
1121,GIEARTH,Giearth,Giearth,29,2252,0,495,301,1,154,185,10,50,1,29,46,60,64,105,10,12,0,6,22,0x191,200,1848,1296,432,0,0,0,0,0,0,0,0,997,30,1003,150,1040,5500,2286,1,2227,10,1001,100,0,0,0,0,0,0,4087,1
1122,GOBLIN_1,Goblin,Goblin,25,1176,0,310,188,1,118,140,10,5,1,53,25,20,38,10,10,12,1,7,24,0x3695,100,1120,620,240,0,0,0,0,0,0,0,0,998,270,911,1200,756,43,1211,10,2104,5,501,800,0,0,2297,3,0,0,4060,1
1123,GOBLIN_2,Goblin,Goblin,24,1034,0,287,176,1,88,100,10,5,1,24,24,15,66,10,10,12,1,7,23,0x3095,150,1320,620,240,0,0,0,0,0,0,0,0,998,250,911,1000,1511,10,2104,1,501,550,508,120,0,0,5010,3,0,0,4060,1
1124,GOBLIN_3,Goblin,Goblin,24,1034,0,357,176,1,132,165,10,5,1,24,24,15,24,10,10,12,1,7,25,0x308D,250,1624,624,240,0,0,0,0,0,0,0,0,998,230,911,1000,2275,3,0,0,2104,1,501,550,508,120,5088,3,0,0,4060,1
1125,GOBLIN_4,Goblin,Goblin,23,1359,0,264,164,1,109,131,10,5,1,23,46,15,36,10,10,12,1,7,22,0x308D,200,1624,624,240,0,0,0,0,0,0,0,0,993,100,998,170,911,800,1508,10,2104,1,501,500,5087,3,2265,3,0,0,4060,1
1126,GOBLIN_5,Goblin,Goblin,22,1952,0,241,152,1,105,127,10,5,1,22,22,15,32,10,10,12,1,7,21,0x308D,300,3074,1874,480,0,0,0,0,0,0,0,0,998,150,911,800,1605,15,2104,1,508,100,501,500,508,120,5089,3,0,0,4060,1
1127,HODE,Hode,Hode,26,2282,0,393,248,1,146,177,0,30,1,26,42,5,49,40,10,12,1,2,42,0x81,200,1480,480,720,0,0,0,0,0,0,0,0,993,120,1055,5500,757,70,938,3000,1001,30,7021,1,632,20,0,0,0,0,4081,2
1128,HORN,Besouro-Chifre,Besouro-Chifre,18,659,0,134,86,1,58,69,10,0,1,18,28,10,47,15,10,12,1,4,22,0x191,200,1528,528,288,0,0,0,0,0,0,0,0,993,80,1011,35,947,5500,1452,15,935,5500,943,70,0,0,0,0,0,0,4045,1
1129,HORONG,Horong,Horong,34,1939,0,786,479,1,275,327,99,50,1,34,10,1,50,1,10,12,0,0,83,0x308D,400,1888,1152,828,0,0,0,0,0,0,0,0,953,6500,912,500,2279,5,1752,10000,757,118,633,20,970,50,0,0,0,0,4103,1
1130,JAKK,Jakk,Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x3695,200,1180,480,648,0,0,0,0,0,0,0,0,1062,5500,912,900,985,31,2331,5,1008,5,535,1000,0,0,0,0,0,0,4109,2
1131,JOKER,Coringa,Coringa,57,12450,0,3706,2362,1,621,738,10,35,1,143,47,75,98,175,10,12,2,7,84,0x3695,100,1364,864,432,0,0,0,0,0,0,0,0,912,2000,616,2,641,20,502,1000,1259,1,984,100,0,0,0,0,0,0,4139,1
1132,KHALITZBURG,Khalitzburg,Khalitzburg,63,19276,0,4378,2750,1,875,1025,45,10,1,65,48,5,73,40,10,12,2,1,29,0x3695,350,528,1000,396,0,0,0,0,0,0,0,0,932,8000,985,191,5017,1,2108,2,1004,10,504,1000,1127,2,0,0,0,0,4136,1
1133,KOBOLD_1,Kobold,Kobold,36,3893,0,988,625,1,265,318,15,10,1,90,36,30,52,20,10,12,1,7,44,0x308D,150,1028,528,360,0,0,0,0,0,0,0,0,999,100,1034,5500,912,700,985,25,1220,2,2104,5,0,0,0,0,0,0,4091,1
1134,KOBOLD_2,Kobold,Kobold,31,2179,0,806,407,1,262,324,15,10,1,31,31,20,46,20,10,12,1,7,45,0x308D,200,1528,528,360,0,0,0,0,0,0,0,0,999,100,1034,5500,912,200,2104,3,502,100,2101,100,0,0,0,0,0,0,4091,1
1135,KOBOLD_3,Kobold,Kobold,31,2179,0,644,407,1,186,216,15,10,1,31,31,20,88,20,10,12,1,7,43,0x308D,300,1228,528,360,0,0,0,0,0,0,0,0,990,35,999,100,1034,5500,912,200,0,0,2104,3,502,100,0,0,0,0,4091,1
1136,KOBOLD_4,Kobold,Kobold,30,3503,0,481,290,1,168,199,15,10,1,30,30,20,50,20,10,12,1,7,41,,200,2200,1000,500,0,0,0,0,0,0,0,0,999,50,1034,5500,912,100,1355,5,2104,3,502,100,1301,150,0,0,0,0,4091,1
1137,KOBOLD_5,Kobold,Kobold,30,2462,0,481,290,1,168,199,15,10,1,30,60,20,45,20,10,12,1,7,42,,200,2000,1000,500,0,0,0,0,0,0,0,0,999,40,1034,5500,912,100,1514,5,2104,3,502,100,1501,150,0,0,0,0,4091,1
1138,MAGNOLIA,Magnólia,Magnólia,26,3195,0,393,248,1,120,151,5,30,1,26,26,0,39,5,10,12,0,6,21,0x183,250,1560,360,360,0,0,0,0,0,0,0,0,7031,5500,910,800,911,100,912,10,737,20,508,250,0,0,0,0,0,0,4076,1
1139,MANTIS,Louva-a-Deus,Louva-a-Deus,26,2472,0,393,248,1,118,149,10,0,1,26,24,5,45,15,10,12,1,4,22,0x3195,200,1528,660,432,0,0,0,0,0,0,0,0,993,110,1031,5500,911,1400,757,70,943,250,721,10,501,650,0,0,0,0,4079,1
1140,MARDUK,Marduk,Marduk,40,4214,0,1238,752,1,315,382,0,60,1,40,20,79,78,20,10,12,2,7,23,0x3095,300,1540,840,504,0,0,0,0,0,0,0,0,994,35,1045,4500,1608,10,2617,1,1614,3,1006,8,642,20,691,50,0,0,4112,1
1141,MARINA,Marina,Marina,21,2087,0,218,140,1,84,106,0,5,1,21,21,1,36,10,10,12,0,3,41,0x81,400,2280,1080,864,0,0,0,0,0,0,0,0,1052,5000,938,1500,991,45,995,2,717,200,631,20,0,0,0,0,0,0,4055,1
1142,MARINE_SPHERE,Esfera Marinha,Esfera Marinha,28,3518,0,461,284,1,120,320,0,40,1,28,28,1,33,50,10,12,0,3,21,0x0,800,1201,1,1,0,0,0,0,0,0,0,0,1050,5500,1051,500,1520,10,720,10,717,150,10003,10,0,0,0,0,0,0,4084,3
1143,MARIONETTE,Marionete,Marionete,41,3222,0,1078,1276,1,355,422,0,25,1,62,36,44,69,45,10,12,0,6,68,0x3195,300,1480,480,1056,0,0,0,0,0,0,0,0,1060,5500,2294,5,2605,1,1008,10,1520,15,2407,1,656,200,0,0,0,0,4113,1
1144,MARSE,Marte,Marte,31,5034,0,586,370,1,211,252,0,5,1,31,25,5,52,30,10,12,0,5,41,0x91,300,1956,756,528,0,0,0,0,0,0,0,0,1024,5500,962,3000,717,200,720,10,995,12,1007,5,656,200,0,0,0,0,4095,2
1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,1,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,0,1017,6500,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,0,0,0,0,4046,2
1146,MATYR,Matyr,Matyr,31,2585,0,967,407,1,134,160,0,0,1,47,38,5,64,5,10,12,1,2,27,0x3095,150,432,432,360,0,0,0,0,0,0,0,0,2618,10,528,5000,919,5500,537,400,757,100,656,200,0,0,0,0,0,0,4097,1
1147,MAYA,Maya,Maya,81,169000,0,42900,17875,1,1800,2070,60,25,1,97,76,95,82,105,10,12,2,4,82,0x37B5,100,864,1000,480,10500,5000,730,2000,603,3000,617,2000,10006,500,2615,200,2234,200,639,500,7020,10,985,3500,984,2500,0,0,714,400,4146,1
1148,MEDUSA,Medusa,Medusa,79,22408,0,6876,4697,1,827,1100,48,38,1,74,50,57,77,69,10,12,1,6,40,0x3795,180,2000,1000,500,0,0,0,0,0,0,0,0,1048,6000,522,2500,702,200,2610,150,722,250,7062,3500,1007,3,0,0,0,0,4124,1
1149,MINOROUS,Minorous,Minorous,52,7431,0,2750,1459,1,590,770,15,5,1,42,61,66,52,25,10,12,2,2,43,0x3095,200,1360,960,432,0,0,0,0,0,0,0,0,941,5500,756,196,1361,2,1005,10,516,1500,1301,200,657,150,0,0,0,0,4126,1
1150,MOONLIGHT,Flor do Luar,Flor do Luar,67,120000,0,27500,14300,1,1200,1700,10,55,1,99,55,82,95,120,10,10,1,6,63,0x37B5,150,1276,576,288,1250,5000,1022,5000,504,1500,728,500,5008,1000,1234,100,1525,150,10008,500,985,2600,984,1900,638,500,0,0,0,0,4131,1
1151,MYST,Névoa,Névoa,38,3745,0,1391,688,1,365,445,0,40,1,38,18,1,53,10,10,12,2,0,25,0x3695,200,1576,576,384,0,0,0,0,0,0,0,0,5005,2,1019,800,10005,10,756,65,757,97,605,20,656,35,0,0,0,0,4108,2
1152,ORC_SKELETON,Orc Esqueleto,Orc Esqueleto,28,2278,0,315,194,1,190,236,10,10,1,14,18,1,30,15,10,12,1,1,29,0x3885,200,2420,720,648,0,0,0,0,0,0,0,0,922,5500,932,3500,757,80,2299,2,1358,10,506,50,0,0,0,0,0,0,4085,1
1153,ORC_ZOMBIE,Orc Zumbi,Orc Zumbi,24,1568,0,196,120,1,151,184,5,10,1,12,24,1,24,5,10,12,1,1,29,0x3885,400,2852,1152,840,0,0,0,0,0,0,0,0,1043,5500,938,3000,714,1,0,0,0,0,0,0,0,0,0,0,0,0,4071,2
1154,PASANA,Pasana,Pasana,61,8289,0,4087,2135,1,513,682,29,35,1,73,50,61,69,43,10,12,1,7,43,0x3095,165,1700,1000,500,0,0,0,0,0,0,0,0,7110,4500,7121,2500,757,20,1105,500,1217,150,0,0,0,0,0,0,0,0,4099,1
1155,PETIT,Petite,Petite,44,6881,0,1677,1034,1,360,427,30,30,1,44,62,69,79,60,10,12,1,9,22,0x3095,200,1624,620,384,0,0,0,0,0,0,0,0,1035,5500,1037,300,756,140,509,1000,1510,150,912,1500,606,15,0,0,0,0,4118,1
1156,PETIT_,Petite Voador,Petite Voador,45,5747,0,1758,1075,1,300,355,20,45,1,113,45,69,73,80,10,12,1,9,24,0x3095,150,1420,1080,528,0,0,0,0,0,0,0,0,1036,5500,1037,300,985,61,509,1000,602,500,912,1500,606,15,0,0,0,0,4120,1
1157,PHARAOH,Faraó,Faraó,93,445997,0,114990,41899,1,2267,3015,67,70,1,93,100,104,89,112,10,12,2,7,67,0x37B5,125,2000,1000,500,4060,5000,607,6000,526,2000,732,1000,7113,6000,7114,2500,1136,100,2327,150,5002,500,1552,300,984,4500,0,0,714,550,4148,1
1158,PHEN,Fen,Fen,26,3347,0,357,226,1,138,150,0,15,1,26,26,1,88,75,10,12,1,5,41,0x91,150,2544,1344,1152,0,0,0,0,0,0,0,0,1023,5500,963,2000,720,5,517,1000,951,500,756,25,0,0,0,0,0,0,4077,1
1159,PHREEONI,Freeoni,Freeoni,69,188000,0,32175,16445,1,880,1530,10,20,1,85,78,35,130,60,10,10,2,2,60,0x37B5,200,1020,1020,288,2700,5000,1008,500,730,1000,1000,4000,1015,10000,1223,500,1236,150,1014,5000,2288,300,985,2900,984,2100,0,0,0,0,4121,1
1160,PIERE,Piere,Piere,18,733,0,122,78,1,64,75,15,0,1,18,26,20,27,15,10,12,0,4,22,0x118B,200,1288,288,576,0,0,0,0,0,0,0,0,955,5700,910,1100,938,600,992,15,1001,5,1002,500,757,31,0,0,0,0,4043,1
1161,PLANKTON,Plankton,Plankton,10,354,0,23,18,1,26,31,0,5,1,10,10,1,15,1,10,12,0,3,61,0x81,400,2208,1008,324,0,0,0,0,0,0,0,0,1052,5500,910,300,938,700,970,2,713,1000,630,20,645,50,0,0,0,0,4024,1
1162,RAFFLESIA,Rafflesia,Rafflesia,27,1950,0,388,242,7,105,120,20,10,1,27,54,1,76,27,10,10,0,3,22,0x3885,200,1000,2652,1056,0,0,0,0,0,0,0,0,1033,5500,911,1600,706,2,708,10,703,10,711,550,509,30,0,0,0,0,4083,1
1163,RAYDRIC,Raydric,Raydric,52,8613,0,3410,1795,1,830,930,40,15,1,47,42,5,69,26,10,12,2,7,47,0x3095,150,824,780,420,0,0,0,0,0,0,0,0,985,106,2266,1,2315,2,1158,2,1116,100,1004,10,7054,5500,0,0,0,0,4133,1
1164,REQUIEM,Réquiem,Réquiem,35,3089,0,800,458,1,220,272,0,15,1,53,35,5,57,2,10,12,1,7,27,0x3885,400,1516,816,432,0,0,0,0,0,0,0,0,603,35,714,1,912,2500,958,3500,934,1500,2308,10,0,0,0,0,0,0,4104,1
1165,SAND_MAN,Arenoso,Arenoso,34,3413,0,810,492,1,180,205,10,25,1,34,58,38,60,5,10,12,1,0,62,0x3885,250,1672,720,288,0,0,0,0,0,0,0,0,997,35,1056,5500,757,118,7043,200,1001,200,1257,2,728,2,0,0,0,0,4101,2
1166,SAVAGE,Selvagem,Selvagem,26,2092,0,357,226,1,120,150,10,5,1,26,54,10,37,15,10,12,2,2,42,0x91,150,1960,960,384,0,0,0,0,0,0,0,0,1028,5500,656,150,702,2,2276,1,605,10,757,70,526,2,0,0,0,0,4078,1
1167,SAVAGE_BABE,Bebe Selvagem,Bebe Selvagem,7,182,0,14,12,1,20,25,0,0,1,7,14,5,12,35,10,12,0,2,22,0x81,400,1624,624,576,0,0,0,0,0,0,0,0,919,5500,1302,100,517,500,1750,1000,949,850,1010,80,627,20,0,0,0,0,4017,1
1168,SCORPION_KING,Rei Escorpião,Rei Escorpião,50,6354,0,2187,1346,1,500,603,40,10,1,50,47,1,83,30,10,12,2,7,23,,200,1700,1000,500,0,0,0,0,0,0,0,0,994,45,1046,5500,1005,15,904,5000,943,3000,504,700,0,0,0,0,0,0,4130,1
1169,SKEL_WORKER,Esqueleto Operário,Esqueleto Operário,30,2872,0,397,240,1,242,288,0,15,1,15,30,5,42,10,10,12,1,1,29,0x3885,400,2420,720,384,0,0,0,0,0,0,0,0,998,400,1041,5500,757,90,5009,2,999,100,1003,200,1002,800,0,0,0,0,4092,1
1170,SOHEE,Sohee,Sohee,33,5628,0,739,455,1,210,251,0,10,1,33,33,10,58,15,10,12,1,6,21,0x191,300,2112,912,576,0,0,0,0,0,0,0,0,1020,5500,1049,50,2277,1,2504,5,1217,5,501,1000,662,100,0,0,0,0,4100,1
1171,SOLDIER_ANDRE,Andre Soldado,Andre Soldado,22,1245,0,219,138,1,105,127,20,0,1,22,44,20,40,10,10,12,0,4,42,,200,1001,1,1,0,0,0,0,0,0,0,0,1014,2700,911,800,757,10,1111,15,1001,30,943,150,0,0,0,0,0,0,4059,1
1172,SOLDIER_DENIRO,Deniro Soldado,Deniro Soldado,29,2047,0,450,274,1,162,193,20,0,1,29,58,20,54,10,10,12,0,4,42,,200,2000,1000,500,0,0,0,0,0,0,0,0,1014,5500,911,2000,757,15,1111,20,943,270,1001,50,0,0,0,0,0,0,4059,1
1173,SOLDIER_PIERE,Piere Soldado,Piere Soldado,23,1217,0,240,149,1,109,131,25,0,1,23,46,20,38,10,10,12,0,4,42,,200,1001,1,1,0,0,0,0,0,0,0,0,1014,3100,911,800,911,10,1114,15,1001,35,943,200,0,0,0,0,0,0,4059,1
1174,STAINER,Percevejo,Percevejo,16,538,0,105,70,1,53,64,10,0,1,40,16,5,30,5,10,12,0,4,24,0x191,200,1688,1188,612,0,0,0,0,0,0,0,0,992,60,1011,30,1013,5500,910,2100,757,25,943,10,1002,400,0,0,0,0,4039,1
1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,0,1016,5500,919,3000,949,800,528,1000,701,1,0,0,0,0,0,0,0,0,4028,5
1176,VITATA,Vitata,Vitata,20,894,0,163,101,1,69,80,15,20,1,20,25,65,40,70,10,12,0,4,22,0x191,300,1768,768,384,0,0,0,0,0,0,0,0,993,90,955,5000,911,200,518,350,518,350,526,200,756,26,0,0,0,0,4053,1
1177,ZENORC,Zenorc,Zenorc,31,2585,0,967,407,1,188,223,0,15,1,77,15,1,76,10,10,12,1,7,27,0x83,150,1180,480,360,0,0,0,0,0,0,0,0,1044,5500,756,70,938,2500,1006,5,503,50,640,20,0,0,0,0,0,0,4096,1
1178,ZEROM,Zerom,Zerom,23,1109,0,240,149,1,127,155,0,10,1,23,23,5,42,1,10,12,1,7,23,0x3885,200,1780,1080,432,0,0,0,0,0,0,0,0,1011,55,998,190,2339,200,2265,3,2408,10,1002,400,1002,400,0,0,0,0,4064,1
1179,WHISPER,Sussurro,Sussurro,34,1796,0,591,599,1,180,221,0,45,1,51,14,1,60,1,10,12,0,6,68,0x3195,150,1960,960,504,0,0,0,0,0,0,0,0,1001,150,1059,5500,2282,1,2333,10,0,0,0,0,0,0,0,0,0,0,4102,1
1180,NINE_TAIL,Nove Caudas,Nove Caudas,51,9466,0,1650,825,1,610,734,10,25,1,80,46,1,89,85,10,12,1,2,63,0x3695,150,840,540,480,0,0,0,0,0,0,0,0,1022,5500,919,7000,603,100,604,100,526,250,525,350,756,100,746,200,0,0,4159,1
1181,ZOMBIE_DRAGON,Dragão Zumbi,Dragão Zumbi,1,1000,0,49500,1650,9,7900,9140,0,0,1,145,145,145,130,120,10,12,2,9,89,,400,2700,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,THIEF_MUSHROOM,Cogumelo de Gatuno,Cogumelo de Gatuno,1,15,0,0,0,1,1,2,100,99,1,1,1,1,1,1,7,12,0,3,22,0x40,2000,1,1,1,0,0,0,0,0,0,0,0,1069,1500,1070,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,CHONCHON_,ChonChon Raivoso,ChonChon Raivoso,4,67,0,5,4,1,10,13,10,0,1,10,4,5,12,2,10,12,0,4,24,0x3985,200,1076,576,480,0,0,0,0,0,0,0,0,998,50,935,6500,909,1500,1205,55,601,100,742,5,1002,150,0,0,0,0,4009,5
1184,FABRE_,Fabre Raivoso,Fabre Raivoso,1,30,0,1,0,1,4,7,0,0,1,2,1,1,4,5,10,12,0,4,22,0x3985,400,1672,672,480,0,0,0,0,0,0,0,0,914,2000,949,250,1502,80,721,2,511,350,705,500,1501,200,0,0,0,0,4002,1
