// _________                                    
// \_   ___ \_______  ____   ____  __ __  ______
// /    \  \/\_  __ \/  _ \ /    \|  |  \/  ___/
// \     \____|  | \(  <_> )   |  \  |  /\___ \ 
//  \______  /|__|   \____/|___|  /____//____  >
//         \/                   \/           \/  
//-----------------------------------------------
// Cronus - Configuração do Skill Tree
//-----------------------------------------------
//Número da Classe,ID da Habilidade,Nível Máximo,Pre-requisito Habilidade-ID-1,Pre-requisito Habilidade-ID-1-Lv,Pre-requisito Habilidade-ID-2,Pre-requisito Habilidade-ID-2-Lv,Pre-requisito Habilidade-ID-3,Pre-requisito Habilidade-ID-3-Lv,Pre-requisito Habilidade-ID-4,Pre-requisito Habilidade-ID-4-Lv,Pre-requisito Habilidade-ID-5,Pre-requisito Habilidade-ID-5-Lv

//Aprendiz
14,145,1,0,0,0,0,0,0,0,0,0,0 //SM_FATALBLOW#Attack Weak Point#
14,146,1,0,0,0,0,0,0,0,0,0,0 //SM_AUTOBERSERK#Auto Berserk#
14,63,1,8,1,0,0,0,0,0,0,0,0 //KN_RIDING#Peco Peco Riding#
14,64,5,63,1,0,0,0,0,0,0,0,0 //KN_CAVALIERMASTERY#Cavalier Mastery#
14,55,10,0,0,0,0,0,0,0,0,0,0 //KN_SPEARMASTERY#Spear Mastery#
14,35,1,248,5,0,0,0,0,0,0,0,0 //AL_CURE#Cure#
14,22,10,35,1,0,0,0,0,0,0,0,0 //AL_DP#Divine Protection#
14,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#Demon Bane#
14,28,10,23,5,248,10,0,0,0,0,0,0 //AL_HEAL#Heal#
14,248,10,0,0,0,0,0,0,0,0,0,0 //CR_TRUST#Faith#
14,249,10,0,0,0,0,0,0,0,0,0,0 //CR_AUTOGUARD#Guard#
14,250,5,249,5,0,0,0,0,0,0,0,0 //CR_SHIELDCHARGE#Smite#
14,251,5,250,3,0,0,0,0,0,0,0,0 //CR_SHIELDBOOMERANG#Shield Boomerang#
14,252,10,251,3,0,0,0,0,0,0,0,0 //CR_REFLECTSHIELD#Shield Reflect#
14,253,10,248,7,0,0,0,0,0,0,0,0 //CR_HOLYCROSS#Holy Cross#
14,254,10,253,6,248,10,0,0,0,0,0,0 //CR_GRANDCROSS#Grand Cross#
14,255,5,252,5,254,4,0,0,0,0,0,0 //CR_DEVOTION#Sacrifice#
14,256,5,22,5,28,5,0,0,0,0,0,0 //CR_PROVIDENCE#Resistant Souls#
14,257,5,251,1,0,0,0,0,0,0,0,0 //CR_DEFENDER#Defending Aura#
14,258,10,55,10,0,0,0,0,0,0,0,0 //CR_SPEARQUICKEN#Spear Quicken#

//Monge
15,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
15,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
15,22,10,0,0,0,0,0,0,0,0,0,0 //AL_DP#Divine Protection#
15,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#Demon Bane#
15,24,1,0,0,0,0,0,0,0,0,0,0 //AL_RUWACH#Ruwach#
15,25,1,27,4,0,0,0,0,0,0,0,0 //AL_PNEUMA#Pneuma#
15,26,2,24,1,0,0,0,0,0,0,0,0 //AL_TELEPORT#Teleport#
15,27,4,26,2,0,0,0,0,0,0,0,0 //AL_WARP#Warp Portal#
15,28,10,0,0,0,0,0,0,0,0,0,0 //AL_HEAL#Heal#
15,29,10,28,3,0,0,0,0,0,0,0,0 //AL_INCAGI#Increase AGI#
15,30,10,29,1,0,0,0,0,0,0,0,0 //AL_DECAGI#Decrease AGI#
15,31,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYWATER#Aqua Benedicta#
15,32,10,23,3,0,0,0,0,0,0,0,0 //AL_CRUCIS#Signum Crusis#
15,33,10,22,3,0,0,0,0,0,0,0,0 //AL_ANGELUS#Angelus#
15,34,10,22,5,0,0,0,0,0,0,0,0 //AL_BLESSING#Blessing#
15,35,1,28,2,0,0,0,0,0,0,0,0 //AL_CURE#Cure#
15,156,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYLIGHT#Holy Light#
15,259,10,23,10,22,10,0,0,0,0,0,0 //MO_IRONHAND#Iron Fists#
15,260,5,269,2,0,0,0,0,0,0,0,0 //MO_SPIRITSRECOVERY#Spiritual Cadence#
15,261,5,259,2,0,0,0,0,0,0,0,0 //MO_CALLSPIRITS#Summon Spirit Sphere#
15,262,1,261,5,0,0,0,0,0,0,0,0 //MO_ABSORBSPIRITS#Absorb Spirit Sphere#
15,263,10,265,5,0,0,0,0,0,0,0,0 //MO_TRIPLEATTACK#Raging Triple Blow#
15,264,1,271,3,260,2,268,3,0,0,0,0 //MO_BODYRELOCATION#Snap#
15,265,10,259,5,261,5,0,0,0,0,0,0 //MO_DODGE#Dodge#
15,266,5,261,5,0,0,0,0,0,0,0,0 //MO_INVESTIGATE#Occult Impact#
15,267,5,266,3,0,0,0,0,0,0,0,0 //MO_FINGEROFFENSIVE#Throw Spirit Sphere#
15,268,5,273,3,0,0,0,0,0,0,0,0 //MO_STEELBODY#Mental Strength#
15,269,5,265,5,0,0,0,0,0,0,0,0 //MO_BLADESTOP#Root#
15,270,5,262,1,0,0,0,0,0,0,0,0 //MO_EXPLOSIONSPIRITS#Fury#
15,271,5,270,3,267,3,0,0,0,0,0,0 //MO_EXTREMITYFIST#Asura Strike#
15,272,5,263,5,0,0,0,0,0,0,0,0 //MO_CHAINCOMBO#Raging Quadruple Blow#
15,273,5,272,3,0,0,0,0,0,0,0,0 //MO_COMBOFINISH#Raging Thrust#

//Sábio
16,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
16,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
16,9,10,0,0,0,0,0,0,0,0,0,0 //MG_SRECOVERY#Increase SP Recovery#
16,10,1,0,0,0,0,0,0,0,0,0,0 //MG_SIGHT#Sight#
16,11,10,0,0,0,0,0,0,0,0,0,0 //MG_NAPALMBEAT#Napalm Beat#
16,12,10,11,7,13,5,0,0,0,0,0,0 //MG_SAFETYWALL#Safety Wall#
16,13,10,11,4,0,0,0,0,0,0,0,0 //MG_SOULSTRIKE#Soul Strike#
16,14,10,0,0,0,0,0,0,0,0,0,0 //MG_COLDBOLT#Cold Bolt#
16,15,10,14,5,0,0,0,0,0,0,0,0 //MG_FROSTDIVER#Frost Diver#
16,16,10,0,0,0,0,0,0,0,0,0,0 //MG_STONECURSE#Stone Curse#
16,17,10,19,4,0,0,0,0,0,0,0,0 //MG_FIREBALL#Fire Ball#
16,18,10,17,5,10,1,0,0,0,0,0,0 //MG_FIREWALL#Fire Wall#
16,19,10,0,0,0,0,0,0,0,0,0,0 //MG_FIREBOLT#Fire Bolt#
16,20,10,0,0,0,0,0,0,0,0,0,0 //MG_LIGHTNINGBOLT#Lightning Bolt#
16,21,10,20,4,0,0,0,0,0,0,0,0 //MG_THUNDERSTORM#Thunderstorm#
16,157,1,0,0,0,0,0,0,0,0,0,0 //MG_ENERGYCOAT#Energy Coat#
16,93,1,0,0,0,0,0,0,0,0,0,0 //WZ_ESTIMATION#Sense#
16,90,5,283,1,0,0,0,0,0,0,0,0 //WZ_EARTHSPIKE#Earth Spike#
16,91,5,90,1,0,0,0,0,0,0,0,0 //WZ_HEAVENDRIVE#Heaven's Drive#
16,274,10,0,0,0,0,0,0,0,0,0,0 //SA_ADVANCEDBOOK#Study#
16,275,5,274,2,0,0,0,0,0,0,0,0 //SA_CASTCANCEL#Cast Cancel#
16,276,5,274,4,0,0,0,0,0,0,0,0 //SA_MAGICROD#Magic Rod#
16,277,5,276,1,0,0,0,0,0,0,0,0 //SA_SPELLBREAKER#Spell Break#
16,278,10,275,1,0,0,0,0,0,0,0,0 //SA_FREECAST#Free Cast#
16,279,10,278,4,0,0,0,0,0,0,0,0 //SA_AUTOSPELL#Hindsight#
16,280,5,19,1,274,5,0,0,0,0,0,0 //SA_FLAMELAUNCHER#Endow Blaze#
16,281,5,14,1,274,5,0,0,0,0,0,0 //SA_FROSTWEAPON#Endow Tsunami#
16,282,5,20,1,274,5,0,0,0,0,0,0 //SA_LIGHTNINGLOADER#Endow Tornado#
16,283,5,16,1,274,5,0,0,0,0,0,0 //SA_SEISMICWEAPON#Endow Quake#
16,284,5,274,9,0,0,0,0,0,0,0,0 //SA_DRAGONOLOGY#Dragonology#
16,285,5,280,2,0,0,0,0,0,0,0,0 //SA_VOLCANO#Volcano#
16,286,5,281,2,0,0,0,0,0,0,0,0 //SA_DELUGE#Deluge#
16,287,5,282,2,0,0,0,0,0,0,0,0 //SA_VIOLENTGALE#Whirlwind#
16,288,5,285,3,286,3,287,3,0,0,0,0 //SA_LANDPROTECTOR#Magnetic Earth#
16,289,5,277,3,0,0,0,0,0,0,0,0 //SA_DISPELL#Dispel#
16,290,10,279,5,289,1,288,1,0,0,0,0 //SA_ABRACADABRA#Hocus-pocus#
//16,1017,1,0,0,0,0,0,0,0,0,0,0 //SA_ELEMENTGROUND#Elemental Change Earth#
//16,1018,1,0,0,0,0,0,0,0,0,0,0 //SA_ELEMENTFIRE#Elemental Change Fire#
//16,1019,1,0,0,0,0,0,0,0,0,0,0 //SA_ELEMENTWIND#Elemental Change Wind#

//Arruaceiro
17,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
17,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
17,48,10,0,0,0,0,0,0,0,0,0,0 //TF_DOUBLE#Double Attack#
17,49,10,0,0,0,0,0,0,0,0,0,0 //TF_MISS#Improve Dodge#
17,50,10,0,0,0,0,0,0,0,0,0,0 //TF_STEAL#Steal#
17,51,10,50,5,0,0,0,0,0,0,0,0 //TF_HIDING#Hiding#
17,52,10,0,0,0,0,0,0,0,0,0,0 //TF_POISON#Envenom#
17,53,1,52,3,0,0,0,0,0,0,0,0 //TF_DETOXIFY#Detoxify#
17,149,1,0,0,0,0,0,0,0,0,0,0 //TF_SPRINKLESAND#Throw Sand#
17,150,1,0,0,0,0,0,0,0,0,0,0 //TF_BACKSLIDING#Back Sliding#
17,151,1,0,0,0,0,0,0,0,0,0,0 //TF_PICKSTONE#Find Stone#
17,152,1,0,0,0,0,0,0,0,0,0,0 //TF_THROWSTONE#Stone Fling#
17,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#Sword Mastery#
17,44,10,0,0,0,0,0,0,0,0,0,0 //AC_VULTURE#Vulture's Eye#
17,46,10,44,10,0,0,0,0,0,0,0,0 //AC_DOUBLE#Double Strafe#
17,124,1,46,5,0,0,0,0,0,0,0,0 //HT_REMOVETRAP#Remove Trap#
17,210,10,50,1,0,0,0,0,0,0,0,0 //RG_SNATCHER#Gank#
17,211,10,210,4,0,0,0,0,0,0,0,0 //RG_STEALCOIN#Mug#
17,212,10,211,4,0,0,0,0,0,0,0,0 //RG_BACKSTAP#Back Stab#
17,213,5,51,1,0,0,0,0,0,0,0,0 //RG_TUNNELDRIVE#Stalk#
17,214,5,212,2,213,2,0,0,0,0,0,0 //RG_RAID#Sightless Raid#
17,215,5,217,5,0,0,0,0,0,0,0,0 //RG_STRIPWEAPON#Divest Weapon#
17,216,5,218,5,0,0,0,0,0,0,0,0 //RG_STRIPSHIELD#Divest Shield#
17,217,5,216,5,0,0,0,0,0,0,0,0 //RG_STRIPARMOR#Divest Armor#
17,218,5,211,2,0,0,0,0,0,0,0,0 //RG_STRIPHELM#Divest Helm#
17,219,5,212,4,214,5,0,0,0,0,0,0 //RG_INTIMIDATE#Snatch#
17,220,1,221,5,0,0,0,0,0,0,0,0 //RG_GRAFFITI#Scribble#
17,221,5,222,1,0,0,0,0,0,0,0,0 //RG_FLAGGRAFFITI#Piece#
17,222,1,223,1,0,0,0,0,0,0,0,0 //RG_CLEANER#Remover#
17,223,1,216,3,0,0,0,0,0,0,0,0 //RG_GANGSTER#Slyness#
17,224,5,223,1,0,0,0,0,0,0,0,0 //RG_COMPULSION#Haggle#
17,225,10,219,5,0,0,0,0,0,0,0,0 //RG_PLAGIARISM#Intimidate#

//Alquimista
18,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
18,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
18,36,10,0,0,0,0,0,0,0,0,0,0 //MC_INCCARRY#Enlarge Weight Limit#
18,37,10,36,3,0,0,0,0,0,0,0,0 //MC_DISCOUNT#Discount#
18,38,10,37,3,0,0,0,0,0,0,0,0 //MC_OVERCHARGE#Overcharge#
18,39,10,36,5,0,0,0,0,0,0,0,0 //MC_PUSHCART#Pushcart#
18,40,1,0,0,0,0,0,0,0,0,0,0 //MC_IDENTIFY#Item Appraisal#
18,41,10,39,3,0,0,0,0,0,0,0,0 //MC_VENDING#Vending#
18,42,10,0,0,0,0,0,0,0,0,0,0 //MC_MAMMONITE#Mammonite#
18,153,1,0,0,0,0,0,0,0,0,0,0 //MC_CARTREVOLUTION#Cart Revolution#
18,154,1,0,0,0,0,0,0,0,0,0,0 //MC_CHANGECART#Change Cart#
18,155,1,0,0,0,0,0,0,0,0,0,0 //MC_LOUD#Crazy Uproar#
18,226,10,0,0,0,0,0,0,0,0,0,0 //AM_AXEMASTERY#Axe Mastery#
18,227,10,0,0,0,0,0,0,0,0,0,0 //AM_LEARNINGPOTION#Potion Research#
18,228,10,227,5,0,0,0,0,0,0,0,0 //AM_PHARMACY#Prepare Potion#
18,229,5,228,4,0,0,0,0,0,0,0,0 //AM_DEMONSTRATION#Bomb#
18,230,5,228,5,0,0,0,0,0,0,0,0 //AM_ACIDTERROR#Acid Terror#
18,231,5,228,3,0,0,0,0,0,0,0,0 //AM_POTIONPITCHER#Aid Potion#
18,232,5,228,6,0,0,0,0,0,0,0,0 //AM_CANNIBALIZE#Summon Flora#
18,233,5,228,2,0,0,0,0,0,0,0,0 //AM_SPHEREMINE#Summon Marine Sphere#
18,234,5,236,3,0,0,0,0,0,0,0,0 //AM_CP_WEAPON#Alchemical Weapon#
18,235,5,237,3,0,0,0,0,0,0,0,0 //AM_CP_SHIELD#Synthesized Shield#
18,236,5,235,3,0,0,0,0,0,0,0,0 //AM_CP_ARMOR#Synthetic Armor#
18,237,5,228,2,0,0,0,0,0,0,0,0 //AM_CP_HELM#Biochemical Helm#
18,238,1,0,0,0,0,0,0,0,0,0,0 //AM_BIOETHICS#Basis of Life#
18,243,1,244,1,0,0,0,0,0,0,0,0 //AM_CALLHOMUN#Call Homunculus#
18,244,1,238,1,0,0,0,0,0,0,0,0 //AM_REST#Peaceful Rest#
18,247,5,243,1,0,0,0,0,0,0,0,0 //AM_RESURRECTHOMUN#Ressurect Homunculus#

//Bardo
19,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
19,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
19,43,10,0,0,0,0,0,0,0,0,0,0 //AC_OWL#Owl's Eye#
19,44,10,43,3,0,0,0,0,0,0,0,0 //AC_VULTURE#Vulture's Eye#
19,45,10,44,1,0,0,0,0,0,0,0,0 //AC_CONCENTRATION#Improve Concentration#
19,46,10,0,0,0,0,0,0,0,0,0,0 //AC_DOUBLE#Double Strafe#
19,47,10,46,5,0,0,0,0,0,0,0,0 //AC_SHOWER#Arrow Shower#
19,147,1,0,0,0,0,0,0,0,0,0,0 //AC_MAKINGARROW#Arrow Crafting#
19,148,1,0,0,0,0,0,0,0,0,0,0 //AC_CHARGEARROW#Arrow Repel#
19,315,10,0,0,0,0,0,0,0,0,0,0 //BA_MUSICALLESSON#Music Lesson#
19,316,5,315,3,0,0,0,0,0,0,0,0 //BA_MUSICALSTRIKE#Melody Strike#
19,317,5,315,1,304,1,0,0,0,0,0,0 //BA_DISSONANCE#Unchained Serenade#
19,318,5,305,1,0,0,0,0,0,0,0,0 //BA_FROSTJOKE#Unbarring Octave#
19,319,10,317,3,0,0,0,0,0,0,0,0 //BA_WHISTLE#Perfect Tablature#
19,320,10,317,3,0,0,0,0,0,0,0,0 //BA_ASSASSINCROSS#Impressive Riff#
19,321,10,317,3,0,0,0,0,0,0,0,0 //BA_POEMBRAGI#Magic Strings#
19,322,10,317,3,0,0,0,0,0,0,0,0 //BA_APPLEIDUN#Song of Lutie#
19,304,1,0,0,0,0,0,0,0,0,0,0 //BD_ADAPTATION#Amp#
19,305,1,304,1,0,0,0,0,0,0,0,0 //BD_ENCORE#Encore#
19,306,1,319,10,0,0,0,0,0,0,0,0 //BD_LULLABY#Lullaby#
19,307,5,313,3,0,0,0,0,0,0,0,0 //BD_RICHMANKIM#Mental Sensing#
19,308,1,311,1,0,0,0,0,0,0,0,0 //BD_ETERNALCHAOS#Down Tempo#
19,309,5,322,10,0,0,0,0,0,0,0,0 //BD_DRUMBATTLEFIELD#Battle Theme#
19,310,5,309,3,0,0,0,0,0,0,0,0 //BD_RINGNIBELUNGEN#Harmonic Lick#
19,311,1,320,10,0,0,0,0,0,0,0,0 //BD_ROKISWEIL#Classical Pluck#
19,312,1,306,1,0,0,0,0,0,0,0,0 //BD_INTOABYSS#Power Chord#
19,313,5,321,10,0,0,0,0,0,0,0,0 //BD_SIEGFRIED#Acoustic Rhythm#

//Odalisca
20,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
20,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
20,43,10,0,0,0,0,0,0,0,0,0,0 //AC_OWL#Owl's Eye#
20,44,10,43,3,0,0,0,0,0,0,0,0 //AC_VULTURE#Vulture's Eye#
20,45,10,44,1,0,0,0,0,0,0,0,0 //AC_CONCENTRATION#Improve Concentration#
20,46,10,0,0,0,0,0,0,0,0,0,0 //AC_DOUBLE#Double Strafe#
20,47,10,46,5,0,0,0,0,0,0,0,0 //AC_SHOWER#Arrow Shower#
20,147,1,0,0,0,0,0,0,0,0,0,0 //AC_MAKINGARROW#Arrow Crafting#
20,148,1,0,0,0,0,0,0,0,0,0,0 //AC_CHARGEARROW#Arrow Repel#
20,323,10,0,0,0,0,0,0,0,0,0,0 //DC_DANCINGLESSON#Dance Lessons#
20,324,5,323,3,0,0,0,0,0,0,0,0 //DC_THROWARROW#Slinging Arrow#
20,325,5,323,1,304,1,0,0,0,0,0,0 //DC_UGLYDANCE#Hip Shaker#
20,326,5,305,1,0,0,0,0,0,0,0,0 //DC_SCREAM#Dazzler#
20,327,10,325,3,0,0,0,0,0,0,0,0 //DC_HUMMING#Focus Ballet#
20,328,10,325,3,0,0,0,0,0,0,0,0 //DC_DONTFORGETME#Slow Grace#
20,329,10,325,3,0,0,0,0,0,0,0,0 //DC_FORTUNEKISS#Lady Luck#
20,330,10,325,3,0,0,0,0,0,0,0,0 //DC_SERVICEFORYOU#Gypsy's Kiss#
20,304,1,0,0,0,0,0,0,0,0,0,0 //BD_ADAPTATION#Amp#
20,305,1,304,1,0,0,0,0,0,0,0,0 //BD_ENCORE#Encore#
20,306,1,327,10,0,0,0,0,0,0,0,0 //BD_LULLABY#Lullaby#
20,307,5,313,3,0,0,0,0,0,0,0,0 //BD_RICHMANKIM#Mental Sensing#
20,308,1,311,1,0,0,0,0,0,0,0,0 //BD_ETERNALCHAOS#Down Tempo#
20,309,5,330,10,0,0,0,0,0,0,0,0 //BD_DRUMBATTLEFIELD#Battle Theme#
20,310,5,309,3,0,0,0,0,0,0,0,0 //BD_RINGNIBELUNGEN#Harmonic Lick#
20,311,1,328,10,0,0,0,0,0,0,0,0 //BD_ROKISWEIL#Classical Pluck#
20,312,1,306,1,0,0,0,0,0,0,0,0 //BD_INTOABYSS#Power Chord#
20,313,5,329,10,0,0,0,0,0,0,0,0 //BD_SIEGFRIED#Acoustic Rhythm#
//20,1011,1,0,0,0,0,0,0,0,0,0,0 //DC_WINKCHARM#Wink of Charm#

//Templário(Peco)
21,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
21,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
21,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#Sword Mastery#
21,3,10,2,1,0,0,0,0,0,0,0,0 //SM_TWOHAND#Two-Handed Sword Mastery#
21,4,10,0,0,0,0,0,0,0,0,0,0 //SM_RECOVERY#Increase HP Recovery#
21,5,10,0,0,0,0,0,0,0,0,0,0 //SM_BASH#Bash#
21,6,10,0,0,0,0,0,0,0,0,0,0 //SM_PROVOKE#Provoke#
21,7,10,5,5,0,0,0,0,0,0,0,0 //SM_MAGNUM#Magnum Break#
21,8,10,6,5,0,0,0,0,0,0,0,0 //SM_ENDURE#Endure#
21,144,1,0,0,0,0,0,0,0,0,0,0 //SM_MOVINGRECOVERY#Moving HP-Recovery#
21,145,1,0,0,0,0,0,0,0,0,0,0 //SM_FATALBLOW#Attack Weak Point#
21,146,1,0,0,0,0,0,0,0,0,0,0 //SM_AUTOBERSERK#Auto Berserk#
21,63,1,8,1,0,0,0,0,0,0,0,0 //KN_RIDING#Peco Peco Riding#
21,64,5,63,1,0,0,0,0,0,0,0,0 //KN_CAVALIERMASTERY#Cavalier Mastery#
21,55,10,0,0,0,0,0,0,0,0,0,0 //KN_SPEARMASTERY#Spear Mastery#
21,35,1,248,5,0,0,0,0,0,0,0,0 //AL_CURE#Cure#
21,22,10,35,1,0,0,0,0,0,0,0,0 //AL_DP#Divine Protection#
21,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#Demon Bane#
21,28,10,23,5,248,10,0,0,0,0,0,0 //AL_HEAL#Heal#
21,248,10,0,0,0,0,0,0,0,0,0,0 //CR_TRUST#Faith#
21,249,10,0,0,0,0,0,0,0,0,0,0 //CR_AUTOGUARD#Guard#
21,250,5,249,5,0,0,0,0,0,0,0,0 //CR_SHIELDCHARGE#Smite#
21,251,5,250,3,0,0,0,0,0,0,0,0 //CR_SHIELDBOOMERANG#Shield Boomerang#
21,252,10,251,3,0,0,0,0,0,0,0,0 //CR_REFLECTSHIELD#Shield Reflect#
21,253,10,248,7,0,0,0,0,0,0,0,0 //CR_HOLYCROSS#Holy Cross#
21,254,10,253,6,248,10,0,0,0,0,0,0 //CR_GRANDCROSS#Grand Cross#
21,255,5,252,5,254,4,0,0,0,0,0,0 //CR_DEVOTION#Sacrifice#
21,256,5,22,5,28,5,0,0,0,0,0,0 //CR_PROVIDENCE#Resistant Souls#
21,257,5,251,1,0,0,0,0,0,0,0,0 //CR_DEFENDER#Defending Aura#
21,258,10,55,10,0,0,0,0,0,0,0,0 //CR_SPEARQUICKEN#Spear Quicken#

//Super Aprendiz
23,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
23,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
23,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#Sword Mastery#
23,4,10,0,0,0,0,0,0,0,0,0,0 //SM_RECOVERY#Increase HP Recovery#
23,5,10,0,0,0,0,0,0,0,0,0,0 //SM_BASH#Bash#
23,6,10,0,0,0,0,0,0,0,0,0,0 //SM_PROVOKE#Provoke#
23,7,10,5,5,0,0,0,0,0,0,0,0 //SM_MAGNUM#Magnum Break#
23,8,10,6,5,0,0,0,0,0,0,0,0 //SM_ENDURE#Endure#
23,9,10,0,0,0,0,0,0,0,0,0,0 //MG_SRECOVERY#Increase SP Recovery#
23,10,1,0,0,0,0,0,0,0,0,0,0 //MG_SIGHT#Sight#
23,11,10,0,0,0,0,0,0,0,0,0,0 //MG_NAPALMBEAT#Napalm Beat#
23,12,10,11,7,13,5,0,0,0,0,0,0 //MG_SAFETYWALL#Safety Wall#
23,13,10,11,4,0,0,0,0,0,0,0,0 //MG_SOULSTRIKE#Soul Strike#
23,14,10,0,0,0,0,0,0,0,0,0,0 //MG_COLDBOLT#Cold Bolt#
23,15,10,14,5,0,0,0,0,0,0,0,0 //MG_FROSTDIVER#Frost Diver#
23,16,10,0,0,0,0,0,0,0,0,0,0 //MG_STONECURSE#Stone Curse#
23,17,10,19,4,0,0,0,0,0,0,0,0 //MG_FIREBALL#Fire Ball#
23,18,10,17,5,10,1,0,0,0,0,0,0 //MG_FIREWALL#Fire Wall#
23,19,10,0,0,0,0,0,0,0,0,0,0 //MG_FIREBOLT#Fire Bolt#
23,20,10,0,0,0,0,0,0,0,0,0,0 //MG_LIGHTNINGBOLT#Lightning Bolt#
23,21,10,20,4,0,0,0,0,0,0,0,0 //MG_THUNDERSTORM#Thunderstorm#
23,22,10,0,0,0,0,0,0,0,0,0,0 //AL_DP#Divine Protection#
23,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#Demon Bane#
23,24,1,0,0,0,0,0,0,0,0,0,0 //AL_RUWACH#Ruwach#
23,25,1,27,4,0,0,0,0,0,0,0,0 //AL_PNEUMA#Pneuma#
23,26,2,24,1,0,0,0,0,0,0,0,0 //AL_TELEPORT#Teleport#
23,27,4,26,2,0,0,0,0,0,0,0,0 //AL_WARP#Warp Portal#
23,28,10,0,0,0,0,0,0,0,0,0,0 //AL_HEAL#Heal#
23,29,10,28,3,0,0,0,0,0,0,0,0 //AL_INCAGI#Increase AGI#
23,30,10,29,1,0,0,0,0,0,0,0,0 //AL_DECAGI#Decrease AGI#
23,31,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYWATER#Aqua Benedicta#
23,32,10,23,3,0,0,0,0,0,0,0,0 //AL_CRUCIS#Signum Crusis#
23,33,10,22,3,0,0,0,0,0,0,0,0 //AL_ANGELUS#Angelus#
23,34,10,22,5,0,0,0,0,0,0,0,0 //AL_BLESSING#Blessing#
23,35,1,28,2,0,0,0,0,0,0,0,0 //AL_CURE#Cure#
23,36,10,0,0,0,0,0,0,0,0,0,0 //MC_INCCARRY#Enlarge Weight Limit#
23,37,10,36,3,0,0,0,0,0,0,0,0 //MC_DISCOUNT#Discount#
23,38,10,37,3,0,0,0,0,0,0,0,0 //MC_OVERCHARGE#Overcharge#
23,39,10,36,5,0,0,0,0,0,0,0,0 //MC_PUSHCART#Pushcart#
23,40,1,0,0,0,0,0,0,0,0,0,0 //MC_IDENTIFY#Item Appraisal#
23,41,10,39,3,0,0,0,0,0,0,0,0 //MC_VENDING#Vending#
23,42,10,0,0,0,0,0,0,0,0,0,0 //MC_MAMMONITE#Mammonite#
23,43,10,0,0,0,0,0,0,0,0,0,0 //AC_OWL#Owl's Eye#
23,44,10,43,3,0,0,0,0,0,0,0,0 //AC_VULTURE#Vulture's Eye#
23,45,10,44,1,0,0,0,0,0,0,0,0 //AC_CONCENTRATION#Improve Concentration#
23,48,10,0,0,0,0,0,0,0,0,0,0 //TF_DOUBLE#Double Attack#
23,49,10,0,0,0,0,0,0,0,0,0,0 //TF_MISS#Improve Dodge#
23,50,10,0,0,0,0,0,0,0,0,0,0 //TF_STEAL#Steal#
23,51,10,50,5,0,0,0,0,0,0,0,0 //TF_HIDING#Hiding#
23,52,10,0,0,0,0,0,0,0,0,0,0 //TF_POISON#Envenom#
23,53,1,52,3,0,0,0,0,0,0,0,0 //TF_DETOXIFY#Detoxify#

//Classe De Casamento
22,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
22,334,1,0,0,0,0,0,0,0,0,0,0 //WE_MALE#I Will Protect You#
22,335,5,0,0,0,0,0,0,0,0,0,0 //WE_FEMALE#I Look up to You#
22,336,5,0,0,0,0,0,0,0,0,0,0 //WE_CALLPARTNER#I miss You#
